demon	d_deleted	test	t_deleted	start
我回家路上干啥好呢	回家路上	现在你用什么模块	什么模块	4
我买了挺多肉丸的	挺多肉丸	我这边没装远程软件	远程软件	5
正好我现在一个同事有点心得	点心得	我开了个淘宝店	个淘宝店	3
那你明后天回家了再劝劝你妈妈列	明后天	呀你啥时候发的啊	啥时候	2
战争什么时候结束	什么时候	方向和汽车应该没什么关系	什么关系	8
东方是什么职务啊	什么职务	我在抢专家号呢	专家号	3
队长最近也是寂寞期了啊	寂寞期	你下午几点结束	下午几点	1
你问问销售的价格	销售的价格	那是旧社会	旧社会	2
我周日晚上走	周日晚上	恩我正在订机票酒店什么的	机票酒店什么的	5
这个是帖子在校内的分享	帖子在校内的分享	你今天什么安排	什么安排	3
你给我报个价吧	个价	你可以问问其他客户	其他客户	5
我在看下大屏幕	大屏幕	每天往返路程需要多长时间	多长时间	8
我预约了心脏彩超	心脏彩超	同质化竞争到底坑了谁的爹	谁的爹	9
我不知道他们邮箱	他们邮箱	附近有个民生银行	个民生银行	3
你去接触个新人嘛	个新人	怀孕不是个好活	个好活	4
我不知道上次你看了群聊记录没	群聊记录	我也不知道这事	这事	5
洋插队是什么意思	什么意思	你打下我电话吧	我电话	3
我也就这消费水平	这消费水平	自己处理点自己的事情	点自己的事情	4
我在等最新的电池了	最新的电池	还是你们在哪里再要一个孩子啊	一个孩子	9
忠厚保持到生命最后一刻	生命最后一刻	新国标放宽了钢材的使用范围	钢材的使用范围	6
她安排了别的任务	别的任务	你这一大早有点欢列	这一大早	1
我没有淘宝账号	淘宝账号	你们是开发商还是营销策划	开发商还是营销策划	3
他问咱有免税政策嘛	免税政策	囚犯参与剧本创作获殊荣	剧本创作	4
反正我觉得自己是这样的	这样的	我先洗把脸你忙会儿	把脸	3
我这里是晚上八点	晚上八点	我也有过这样的经历	这样的经历	4
我再给你买个号	个号	这是同学的婚纱	同学的婚纱	2
我先洗把脸你忙会儿	把脸	他是知青子女正在读博士	知青子女	2
同质化竞争到底坑了谁的爹	谁的爹	你们公司叫什么名称	什么名称	5
你那里还有我的照片吗	我的照片	你得要多长时间	多长时间	3
那你竟物业科吗	物业科	我还得赶点东西	点东西	4
桌面上就有个这个	个这个	我鄙视俺同学	俺同学	3
你说模块上的接口吗	模块上的接口	你可以去研究这种社会课题了	这种社会课题	6
我去年年底感冒了一次病了一周	去年年底	学院近期是要进行大规模调整	大规模调整	8
你们公司叫什么名称	什么名称	你中午回家吃点药吧	点药	6
我上个月去找他了	上个月	你是什么时候来	什么时候	2
我找别的系的	别的系的	化疗很伤害正常就细胞	正常就细胞	5
我觉得就是说你有的时候就	有的时候	我都是用网络硬盘的	网络硬盘	4
你敢嘲笑你哥	你哥	囚犯参与剧本创作获殊荣	剧本创作	4
新国标放宽了钢材的使用范围	钢材的使用范围	你还有一个小时吧	一个小时	3
当权者不能保护自己的国民	自己的国民	以后人类也是转基因的了呢	转基因的	6
桌面上就有个这个	个这个	我预约了心脏彩超	心脏彩超	4
我下采购单	采购单	你有宽胶带吗	宽胶带	2
它和启明是一个概念	一个概念	我明后天再给教练长打电话	明后天	1
你得要多长时间	多长时间	你认识新朋友没	新朋友	3
你可以问问其他客户	其他客户	他们住一楼	一楼	3
这个是帖子在校内的分享	帖子在校内的分享	你敢嘲笑你哥	你哥	4
她现在就是属于她男人的	她男人	那是旧社会	旧社会	2
你要告诉我英文名	英文名	你得要多长时间	多长时间	3
你想多少人	多少人	龙没有特价票	特价票	3
我回家路上干啥好呢	回家路上	你就算是好男人呢	好男人	4
我是说手机信息	手机信息	路由器在我这边	我这边	4
我查下这里的时间	这里的时间	或者你那个地方什么时候会招人呢	什么时候	7
咱俩差不多同时能解脱	差不多同时	你那边现在几点	现在几点	3
江山惨烂总高潮	总高潮	我可以包你晚饭	你晚饭	4
我不开那样的	那样的	我昨天走了一个半小时	一个半小时	5
现在你用什么模块	什么模块	你联系一下我们销售经理	我们销售经理	5
你租我现在这个房间	我现在这个房间	本来文件是什么格式	什么格式	5
她不太在乎这样的我为此我也失落	这样的我	你算哈一共多少钱哈	一共多少钱	3
我可以给你她的联系方式	她的联系方式	他加入他们群了	他们群	3
恩那我们周一周二会不会不上课啊	周一周二	结果你不接我电话	我电话	5
结果你不接我电话	我电话	他也是四个月暑假啊	四个月暑假	3
笨笨你什么时候放假啊	什么时候	这是你才华的发动机	你才华的发动机	2
糊涂人糊涂账	糊涂账	那你就吃点饭打发一下时间嘛	点饭	4
消费者是大赢家	大赢家	他不适合我结婚对象	我结婚对象	4
你要告诉我英文名	英文名	我现在都没个方向	个方向	5
我在抢专家号呢	专家号	十月一日为法定假日	法定假日	5
我路痴一个捏	路痴一个	以前我每天早上都路过的	每天早上	3
这是他大厅	他大厅	你是骨科的吗	骨科的	2
你找我就问这事啊	这事	只不过大部分人有些特殊需求	些特殊需求	8
时间一定要这个时候吗	这个时候	教师待遇太低是根本原因	根本原因	7
我先洗把脸你忙会儿	把脸	我现在给你填写答辩决议呢	答辩决议	7
你回来不写比赛材料吗	比赛材料	这都不是我的号我换手机号了	我的号	4
我最近和公司的人有些矛盾	些矛盾	那个小姑娘现在是学院的收银	学院的收银	8
他也是四个月暑假啊	四个月暑假	我今天上午去过你的店	今天上午	1
你可以问问其他客户	其他客户	哎你传给我好了可能数据有点问题	点问题	12
这就是相声小品的文件	相声小品的文件	我上次摸过她孩子的屁股了	她孩子的屁股	5
伟大哥待会儿再带盒熏鱼	盒熏鱼	这不是基本的列	基本的	3
呀你啥时候发的啊	啥时候	游戏叫啥那时候	那时候	4
我路痴一个捏	路痴一个	你今天啥时候有空啊	啥时候	3
恩我正在订机票酒店什么的	机票酒店什么的	我只能找兼职的了	兼职的	4
笨笨你什么时候放假啊	什么时候	我给你介绍一个销售经理吧	一个销售经理	5
你打下我电话吧	我电话	他是纯爷们	纯爷们	2
我还有点佩服你师傅这样的人	你师傅这样的人	我也不知道他啥时候回来	啥时候	6
最好我们以后能在一个编辑室	一个编辑室	他是我小学的好友	我小学的好友	2
我搬新家了	新家	人各有自己的生长规律和足迹	自己的生长规律和足迹	3
恩那我们周一周二会不会不上课啊	周一周二	你啥时来	啥时	1
冲冲要做一个小手术	一个小手术	我也觉得你们落实啥东西不够好	啥东西	8
我在网上查不到什么资料啊	什么资料	你的手套还在我这里	我这里	6
那我明早一大早打吗	明早一大早	我不知道上次你看了群聊记录没	群聊记录	9
我们没有初稿这一说	初稿这一说	昨天那个阿姐叫什么名字啊	什么名字	7
家里哪有什么事单位肯定事多啊	什么事	我刚才到超市买点调料有些没有了	点调料	7
你有活干了小会计	小会计	你是怎么知道这篇文章的	这篇文章	6
这是最好情况哈	最好情况	也许你有你的难处	你的难处	4
笨笨你什么时候放假啊	什么时候	你再看一次我的提问	我的提问	5
然后你把钱打到我的支付宝	我的支付宝	这是谁的主意啊	谁的主意	2
你什么时候填志愿啊	什么时候	你啥时候去开会啊	啥时候	1
我可能是周六早到	周六早	人各有自己的生长规律和足迹	自己的生长规律和足迹	3
我有个重要问题那里有没有厕所	个重要问题	现在儿子肯定多数听老婆的	老婆的	9
我也觉得你们落实啥东西不够好	啥东西	我睡了一觉醒了	一觉	3
只不过大部分人有些特殊需求	些特殊需求	肠炎也不是什么疑难杂症啊	什么疑难杂症	5
我的微博里好多照片	好多照片	十月一日为法定假日	法定假日	5
我说你哥的孩子	你哥的孩子	我就是那时候开始学习医学常识	那时候	3
你们都给我打低分	低分	要不我还是周三周五去吧	周三周五	5
我没见过她老公	她老公	你不来交啥钱呀	啥钱	4
我打不通你的	你的	我是说手机信息	手机信息	3
土地基金增强特区财政储备	特区财政储备	那我明天早上跟她说吧	明天早上	2
恩那我们周一周二会不会不上课啊	周一周二	大屏幕是台电脑吗	台电脑	4
你去接触个新人嘛	个新人	难得他大老远见你一面	一面	8
这是原版的	原版的	大雪在圣诞的时候	圣诞的时候	3
正好我现在一个同事有点心得	点心得	那是你一辈子的事耶	你一辈子的事	2
帝国归顺山河的吉姆了	山河的吉姆	我都是用网络硬盘的	网络硬盘	4
我不知道他们邮箱	他们邮箱	你的光环是你自己的	你自己的	5
你啥时候走	啥时候	那你还要寄送什么推荐信	什么推荐信	6
囚犯参与剧本创作获殊荣	剧本创作	主专业不是我们学院就是学校的	我们学院	5
我们现在客户需要这类的图书	这类的图书	我七八点的时候打把	七八点的时候	1
但我每天都会关注你的签名	你的签名	你那边应该就是保洁的了	保洁的	7
那我这个星期不回去	这个星期	只是对方是不是看到你的名字	你的名字	9
最好我们以后能在一个编辑室	一个编辑室	雨巷是总结过去的一种感情	过去的一种感情	5
要不我方门卫那里	门卫那里	你是不是有车老师的邮箱之类的	车老师的邮箱之类的	5
我们每个人买了一个新秀丽的箱子	一个新秀丽的箱子	个人事情方面我觉得我没什么动力	什么动力	11
你办个招行和广发的就行	个招行和广发的	你是啥星座呀	啥星座	2
恩我正在订机票酒店什么的	机票酒店什么的	我觉的她应该有这个想法	这个想法	7
我也是去看看学校和环境的	学校和环境	我睡了一觉醒了	一觉	3
他加入他们群了	他们群	我和你一个年纪了	一个年纪	3
你是男的女的呀	男的女的	她不能算新编辑啊	新编辑	4
小孩教育真是一门大学问	一门大学问	老公是华师的	华师的	3
但我每天都会关注你的签名	你的签名	你在哪个中介啊	哪个中介	2
教师待遇太低是根本原因	根本原因	你发到我信箱吧	我信箱	3
社会主义不止一条路	一条路	你几几年的啊	几几年的	1
它应该是我党的标杆城市啊	我党的标杆城市	你看我身边的老乡	我身边的老乡	2
你什么时候打的电话	什么时候	我上次摸过她孩子的屁股了	她孩子的屁股	5
患难见真情	真情	空间技术水平应该没有这个能力的	这个能力	10
那你就吃点饭打发一下时间嘛	点饭	我七八点的时候打把	七八点的时候	1
你们拓展是不是有那种攀岩啊	那种攀岩	那你寒假什么打算	什么打算	4
我知道那个地方	那个地方	我查了那是个退税公司	个退税公司	5
下次他什么时候来	什么时候	俺双方都是独生子女	独生子女	5
那个男生很有你当年的感觉	你当年的感觉	咱俩差不多同时能解脱	差不多同时	2
那你寒假什么打算	什么打算	我还得赶点东西	点东西	4
你昨儿个晚上又做贼去了	昨儿个晚上	每天往返路程需要多长时间	多长时间	8
我打不通你的	你的	你是项目的骨干	项目的骨干	2
你就看请求那里	请求那里	我说你哥的孩子	你哥的孩子	2
我们公司在搞什么二十周年庆	什么二十周年庆	我们自己去搞自己的	自己的	6
毒狗的分身有持续时间么	持续时间	我明天发个短信问他	个短信	4
我现在也是这么教我丫头	我丫头	人各有自己的生长规律和足迹	自己的生长规律和足迹	3
你啥时候去开会啊	啥时候	我也就这消费水平	这消费水平	3
友情是体系外额外的东西	体系外额外的东西	我们这里要调试大屏幕用的	大屏幕	7
大雪在圣诞的时候	圣诞的时候	成人比赛全是业余的	业余的	6
那是我们的共性	我们的共性	它和启明是一个概念	一个概念	5
心里各种状况或多或少有个预判	各种状况	你是本科生还是研究生呢	本科生还是研究生	2
恩那我们周一周二会不会不上课啊	周一周二	我当你推荐人啊	你推荐人	2
恩那我们周一周二会不会不上课啊	周一周二	你是我的初恋	我的初恋	2
主专业不是我们学院就是学校的	我们学院	江山惨烂总高潮	总高潮	4
法官属于活跃分子呢	活跃分子	你在哪个医院	哪个医院	2
龙没有特价票	特价票	你回来不写比赛材料吗	比赛材料	5
学院近期是要进行大规模调整	大规模调整	你们是现代版的爱情神话	现代版的爱情神话	3
你租我现在这个房间	我现在这个房间	哦我们没有冬季工装	冬季工装	5
我也不知道他啥时候回来	啥时候	她是个行政的主任	个行政的主任	2
这么多年的朋友搞得跟个外人似得	个外人	这是个永恒的矛盾	个永恒的矛盾	2
他们给我推荐了一个童言国际	一个童言国际	你可以问问其他客户	其他客户	5
一节课多少钱	多少钱	网上有房型图	房型图	3
最多你是多买一个保险	一个保险	以后人类也是转基因的了呢	转基因的	6
现在你用什么模块	什么模块	我们自己去搞自己的	自己的	6
我有你的啊	你的	当权者不能保护自己的国民	自己的国民	7
你孙女是个大老粗	个大老粗	最好我们以后能在一个编辑室	一个编辑室	8
十月一日为法定假日	法定假日	你入市了几多钱	几多钱	4
最好我们以后能在一个编辑室	一个编辑室	小女孩你昨天去思考什么人生了	什么人生	9
我上次摸过她孩子的屁股了	她孩子的屁股	你真不知道男孩女孩啊	男孩女孩	5
我们现在客户需要这类的图书	这类的图书	我怕她知道我们的聊天	我们的聊天	5
我上次摸过她孩子的屁股了	她孩子的屁股	消费者是大赢家	大赢家	4
你就算是好男人呢	好男人	这就是贫富差距的显现	贫富差距的显现	3
那个适合小婴儿	小婴儿	这个要熊猫的那个	熊猫的那个	3
我跟你同学一个组啊	一个组	会员分散啥意思	啥意思	4
民主是不是好东西	好东西	我七八点的时候打把	七八点的时候	1
这个要熊猫的那个	熊猫的那个	你再看一次我的提问	我的提问	5
她昨天咳了一整晚几乎没睡	一整晚	队长最近也是寂寞期了啊	寂寞期	6
那是男厕所	男厕所	路由器在我这边	我这边	4
我先洗把脸你忙会儿	把脸	我们做弱电系统	弱电系统	3
你啥时候去开会啊	啥时候	心里各种状况或多或少有个预判	各种状况	2
那个小姑娘现在是学院的收银	学院的收银	我就见过好几个这样的人	好几个这样的人	4
我再给你买个号	个号	那是理想国	理想国	2
我去了膜拜一下你们的教材	你们的教材	我都得耻骨联合分离症了	耻骨联合分离症	3
她要回国我住她的房	她的房	路由器在我这边	我这边	4
我们现在客户需要这类的图书	这类的图书	女性撑起半边天	半边天	4
要不我方门卫那里	门卫那里	要不我还是周三周五去吧	周三周五	5
你头像怎么是黑的	黑的	我也正在物色这方面的人才	这方面的人才	6
好汉不提当年勇	当年勇	我这边没装远程软件	远程软件	5
我都是用网络硬盘的	网络硬盘	我在看下子房子的信息	房子的信息	5
你能来我办公室不	我办公室	只是个人没什么好处	什么好处	5
我在看下子房子的信息	房子的信息	我也不知道他们的投诉电话	他们的投诉电话	5
他们家也有十字绣的	十字绣的	那个男生很有你当年的感觉	你当年的感觉	6
我没见过她老公	她老公	战争什么时候结束	什么时候	2
这是谁的主意啊	谁的主意	你该找个妹子了	个妹子	3
你机票多少钱	多少钱	我最近就只看了她家的	她家的	7
恩我正在订机票酒店什么的	机票酒店什么的	你们都给我打低分	低分	6
我周日晚上走	周日晚上	你有什么事情跟大人讲了啊	什么事情	2
我是海派婚纱争艳	海派婚纱争艳	我跟你同学一个组啊	一个组	5
燃料电池的项目最近没有什么进展	什么进展	你找我就问这事啊	这事	5
你办个招行和广发的就行	个招行和广发的	你找天来我宿舍拿吧	我宿舍	4
徒弟只能做到这个程度	这个程度	那你俩照什么主题	什么主题	4
我只听过他家的卸妆油	他家的卸妆油	游戏叫啥那时候	那时候	4
我在网上查不到什么资料啊	什么资料	基本她没管家庭和小孩	家庭和小孩	5
我会吸取你们滴教训滴	你们滴教训	你啥时候来	啥时候	1
韵韵什么时候	什么时候	这样的说法也震动了我们那个政府	我们那个政府	9
我造个复印件还行	个复印件	你就看请求那里	请求那里	3
防晒霜只能管一定时间	一定时间	我昨天走了一个半小时	一个半小时	5
访问学者能搞个球	个球	你有什么事情跟大人讲了啊	什么事情	2
我先看看检查结果	检查结果	我没有淘宝账号	淘宝账号	3
燃料电池的项目最近没有什么进展	什么进展	我去年年底感冒了一次病了一周	去年年底	1
我就没有关心这个问题	这个问题	我也在考虑这个问题	这个问题	5
访问学者能搞个球	个球	你是怎么知道这篇文章的	这篇文章	6
我比较喜欢头脑对抗	头脑对抗	咱部催台上道具什么的	台上道具什么的	3
我就一个床一个桌子啊	一个床一个桌子	我也不知道他啥时候回来	啥时候	6
那是旧社会	旧社会	这个也是要计算机专业的吗	计算机专业的	5
我父母这次去我姐姐家	我姐姐家	你去选课网站看下培养计划	选课网站	2
我们只是公司的一个部门	公司的一个部门	我倒是没有考虑过这个问题	这个问题	8
所以我才有其他想法	其他想法	我睡了一觉醒了	一觉	3
这个也是要计算机专业的吗	计算机专业的	各拥一片天	一片天	2
防晒霜只能管一定时间	一定时间	所以我才有其他想法	其他想法	5
学院近期是要进行大规模调整	大规模调整	我刚才到超市买点调料有些没有了	点调料	7
我最近和公司的人有些矛盾	些矛盾	我这边没装远程软件	远程软件	5
我有新衣服	新衣服	我们换了新领导	新领导	4
消费者是大赢家	大赢家	江山惨烂总高潮	总高潮	4
生长素可能近期有点效果	点效果	动车多少钱	多少钱	2
我想一下午了	一下午	原来你是个诗人	个诗人	4
友情是体系外额外的东西	体系外额外的东西	这是我的微博	我的微博	2
我开了个淘宝店	个淘宝店	我去了膜拜一下你们的教材	你们的教材	7
你还有一个小时吧	一个小时	你可以去研究这种社会课题了	这种社会课题	6
然后你把钱打到我的支付宝	我的支付宝	你要找天线供应商	天线供应商	3
你联系一下我们销售经理	我们销售经理	我周四晚火车	周四晚	1
我先洗把脸你忙会儿	把脸	女性撑起半边天	半边天	4
我说中了师傅的心思吧	师傅的心思	我还得赶点东西	点东西	4
以后人类也是转基因的了呢	转基因的	我只能找兼职的了	兼职的	4
他们家也有十字绣的	十字绣的	你头像怎么是黑的	黑的	6
我不再是以前的我	以前的我	所以你换家医院看看不行吗	家医院	4
你可以搜索一下他的文章什么的	他的文章什么的	他应该没多久假期吧	多久假期	4
你那里还有我的照片吗	我的照片	因为我看她没什么兴趣	什么兴趣	6
东方是什么职务啊	什么职务	他是纯爷们	纯爷们	2
我房东下学期有可能搬走	下学期	这周或下周我去社里	社里	7
预产期什么时候啊	什么时候	我们只是公司的一个部门	公司的一个部门	4
咱部催台上道具什么的	台上道具什么的	基本她没管家庭和小孩	家庭和小孩	5
但是房子里还有一个房间	一个房间	她不太在乎这样的我为此我也失落	这样的我	5
俺双方都是独生子女	独生子女	只不过大部分人有些特殊需求	些特殊需求	8
你可以问问其他客户	其他客户	这个是什么意思	什么意思	3
哦我们没有冬季工装	冬季工装	小孩教育真是一门大学问	一门大学问	6
你有什么事情跟大人讲了啊	什么事情	你什么时候去	什么时候	1
小女孩你昨天去思考什么人生了	什么人生	提前批好像是公安之类的	公安之类的	6
这就是相声小品的文件	相声小品的文件	上下水是房间的大头	房间的大头	4
访问学者能搞个球	个球	你还记得你的账号吗	你的账号	4
我当你推荐人啊	你推荐人	你该找个妹子了	个妹子	3
你是本科生还是研究生呢	本科生还是研究生	你是不是有车老师的邮箱之类的	车老师的邮箱之类的	5
我买了挺多肉丸的	挺多肉丸	我查下这里的时间	这里的时间	3
你发到我信箱吧	我信箱	利民经常干这种事情的	这种事情	5
我要打造巨星品牌	巨星品牌	女性撑起半边天	半边天	4
但是房子里还有一个房间	一个房间	它和启明是一个概念	一个概念	5
我们每个人买了一个新秀丽的箱子	一个新秀丽的箱子	我觉得就是说你有的时候就	有的时候	7
人各有自己的生长规律和足迹	自己的生长规律和足迹	那是男厕所	男厕所	2
哈哈我有机会抱小小宝宝了	小小宝宝	我姐姐说她都这把年纪了	这把年纪	6
男人不是女人的全部	女人的全部	我预约了心脏彩超	心脏彩超	4
我没有干妈的微信	干妈的微信	也许你有你的难处	你的难处	4
我上个月去找他了	上个月	那你请啥假	啥假	3
我不是冷血动物	冷血动物	你说你们这届的	你们这届的	2
你得要多长时间	多长时间	大屏幕是台电脑吗	台电脑	4
俺双方都是独生子女	独生子女	你这年纪轻轻滴失眠个什么撒	个什么	9
我跟我同事一起弄她的店	她的店	我可能是周六早到	周六早	4
人各有自己的生长规律和足迹	自己的生长规律和足迹	我周四晚火车	周四晚	1
利民经常干这种事情的	这种事情	你问问销售的价格	销售的价格	3
我先洗把脸你忙会儿	把脸	官方就需要这样的代表	这样的代表	5
骨子里奔流着新闻热血	新闻热血	你要是个男的就好了	个男的	3
然后你把钱打到我的支付宝	我的支付宝	我也不知道他啥时候回来	啥时候	6
他也是四个月暑假啊	四个月暑假	这是原版的	原版的	2
我现在一身汗	一身汗	你办个招行和广发的就行	个招行和广发的	2
家里哪有什么事单位肯定事多啊	什么事	教师待遇太低是根本原因	根本原因	7
你头像怎么是黑的	黑的	我可以包你晚饭	你晚饭	4
我找找他的照片	他的照片	我今年年初开始也白头发了	今年年初	1
我是说手机信息	手机信息	囚犯参与剧本创作获殊荣	剧本创作	4
我对她高中都没什么印象	什么印象	你还有喜剧天赋了列	喜剧天赋	3
那是你一辈子的事耶	你一辈子的事	他是我小学的好友	我小学的好友	2
俺们这边游击队野战军自己折腾	游击队野战军	你今天啥时候有空啊	啥时候	3
我们每个人买了一个新秀丽的箱子	一个新秀丽的箱子	这是互相的	互相的	2
也许你有你的难处	你的难处	我也是去看看学校和环境的	学校和环境	6
我查了那是个退税公司	个退税公司	会员分散啥意思	啥意思	4
我可没那个耐心了	那个耐心	你啥米专业	啥米专业	1
你在哪呆多长时间啊	多长时间	你昨儿个晚上又做贼去了	昨儿个晚上	1
我就开了个台球厅和一个网络公司	个台球厅和一个网络公司	你今天啥时候有空啊	啥时候	3
你得要多长时间	多长时间	这样的说法也震动了我们那个政府	我们那个政府	9
你们是现代版的爱情神话	现代版的爱情神话	家里一堆事情	一堆事情	2
你这年纪轻轻滴失眠个什么撒	个什么	很多厂家也会做甲方的工作	甲方的工作	7
我比较喜欢头脑对抗	头脑对抗	我和你一个年纪了	一个年纪	3
难得他大老远见你一面	一面	那你还是打印电子版的吧	电子版的	6
这样的说法也震动了我们那个政府	我们那个政府	我在看下子房子的信息	房子的信息	5
我可以包你晚饭	你晚饭	我去了膜拜一下你们的教材	你们的教材	7
我们只是公司的一个部门	公司的一个部门	你啥时候来	啥时候	1
家里一堆事情	一堆事情	我们做弱电系统	弱电系统	3
我也在考虑这个问题	这个问题	你这年纪轻轻滴失眠个什么撒	个什么	9
我们得见个面	个面	昨天那个阿姐叫什么名字啊	什么名字	7
你该找个妹子了	个妹子	桌面上就有个这个	个这个	5
这个交通标识是什么意思	什么意思	我以前唱烛光里的妈妈	烛光里的妈妈	4
我最近就只看了她家的	她家的	钱到位你就买你单位的吧	你单位的	6
他们住一楼	一楼	我说中了师傅的心思吧	师傅的心思	4
你在哪个医院	哪个医院	男人不是女人的全部	女人的全部	4
化疗很伤害正常就细胞	正常就细胞	我觉得就是说你有的时候就	有的时候	7
你找我就问这事啊	这事	新国标放宽了钢材的使用范围	钢材的使用范围	6
而且哟你看了很多书嘛	很多书	我就没有关心这个问题	这个问题	6
你啥时候走	啥时候	我去了膜拜一下你们的教材	你们的教材	7
我也要试试这个机构才行	这个机构	我下班去买点药	点药	5
我们得见个面	个面	我哪有什么关系	什么关系	3
你孙女是个大老粗	个大老粗	俺双方都是独生子女	独生子女	5
我们只是公司的一个部门	公司的一个部门	他加入他们群了	他们群	3
现在我只加了电子病历的	电子病历的	她现在就是属于她男人的	她男人	7
那你就吃点饭打发一下时间嘛	点饭	这样我会有心理负担	心理负担	5
你明天什么时候面试啊	什么时候	我跟我同事一起弄她的店	她的店	8
我倒是没有考虑过这个问题	这个问题	会员分散啥意思	啥意思	4
以前你是时尚达人	时尚达人	这是原版的	原版的	2
我不是冷血动物	冷血动物	我搬新家了	新家	2
我也是去看看学校和环境的	学校和环境	哎你传给我好了可能数据有点问题	点问题	12
你给我报个价吧	个价	原来你是个诗人	个诗人	4
贪字头上一把刀	一把刀	那你请啥假	啥假	3
结果你不接我电话	我电话	只是对方是不是看到你的名字	你的名字	9
你就说我给你的电话号码	电话号码	我们公司在搞什么二十周年庆	什么二十周年庆	6
那你明后天回家了再劝劝你妈妈列	明后天	那你就吃点饭打发一下时间嘛	点饭	4
帝国归顺山河的吉姆了	山河的吉姆	你不在一早上了	一早上	3
你肯定是一个好爸爸	一个好爸爸	要不然谁知道怎么回事	怎么回事	6
你是啥星座呀	啥星座	我在看下大屏幕	大屏幕	4
我打不通你的	你的	你找我就问这事啊	这事	5
江山惨烂总高潮	总高潮	书记今天下午回来	今天下午	2
她眼神有些像你母亲	你母亲	我只听过他家的卸妆油	他家的卸妆油	4
那你俩照什么主题	什么主题	这里晚上十一点了	晚上十一点	2
我是借用你的话	你的话	我都没你们电话	你们电话	3
这都不是我的号我换手机号了	我的号	你看社区地图	社区地图	2
呵呵这是你初恋吗	你初恋	我说中了师傅的心思吧	师傅的心思	4
我打不通你的	你的	他知道这个事	这个事	3
这个是帖子在校内的分享	帖子在校内的分享	燃料电池的项目最近没有什么进展	什么进展	11
楼顶各种小花园	各种小花园	我这里是晚上八点	晚上八点	4
那张有大师水平	大师水平	你啥时候走	啥时候	1
我肯定是每天晚上	每天晚上	我跟你同学一个组啊	一个组	5
我那时候也有	那时候	那必竟是他爸	他爸	4
我打不通你的	你的	你还记得你的账号吗	你的账号	4
这个是耳鼻喉科的手术申请单	耳鼻喉科的手术申请单	他加入他们群了	他们群	3
我可没那么多钱	那么多钱	你啥时候去开会啊	啥时候	1
提前批好像是公安之类的	公安之类的	怀孕不是个好活	个好活	4
我比较喜欢头脑对抗	头脑对抗	队员家长送了张卡	张卡	6
洋插队是什么意思	什么意思	我说中了师傅的心思吧	师傅的心思	4
要不我还是周三周五去吧	周三周五	我说中了师傅的心思吧	师傅的心思	4
你可以加我人人	我人人	他是我小学的好友	我小学的好友	2
我搬新家了	新家	我知道那个地方	那个地方	3
附近有个民生银行	个民生银行	额我不是这个意思哦	这个意思	4
我没见过她老公	她老公	这是同学的婚纱	同学的婚纱	2
因为我们下学期有开理论犯罪学	下学期	咱们怎么个行程啊	怎么个行程	2
他是知青子女正在读博士	知青子女	现在你用什么模块	什么模块	4
原来你是个诗人	个诗人	各拥一片天	一片天	2
你那边现在几点	现在几点	我在看那套小说	那套小说	3
大雪在圣诞的时候	圣诞的时候	我就没有关心这个问题	这个问题	6
你能接受什么价位的	什么价位的	这里晚上十一点了	晚上十一点	2
那只是一方面	一方面	社会主义不止一条路	一条路	6
我是大爷型的	大爷型的	你要有这种信念呀	这种信念	3
他们在做大事情	大事情	她也是放弃了孩子的上课	孩子的上课	6
你机票多少钱	多少钱	这是你们的考验	你们的考验	2
你在外面问的什么价格啊	什么价格	其实穷也是一种幸福	一种幸福	5
恩我正在订机票酒店什么的	机票酒店什么的	你上午还是下午有时间做	上午还是下午	1
以后人类也是转基因的了呢	转基因的	我还得赶点东西	点东西	4
你们是现代版的爱情神话	现代版的爱情神话	他们也是这个时间	这个时间	4
我是海派婚纱争艳	海派婚纱争艳	你在哪呆多长时间啊	多长时间	4
关键是铁饭碗刮不出多少金子来啊	多少金子	那你明后天回家了再劝劝你妈妈列	明后天	2
他加入他们群了	他们群	那是旧社会	旧社会	2
他们在做大事情	大事情	最好我们以后能在一个编辑室	一个编辑室	8
因为我这学期还不能做	这学期	怀孕不是个好活	个好活	4
我们这里要调试大屏幕用的	大屏幕	人各有自己的生长规律和足迹	自己的生长规律和足迹	3
我父母这次去我姐姐家	我姐姐家	我上次摸过她孩子的屁股了	她孩子的屁股	5
消费者是大赢家	大赢家	但是公司有营销策划部门	营销策划部门	5
你有宽胶带吗	宽胶带	他们学了奥数和奥英呀	奥数和奥英	4
你这一大早有点欢列	这一大早	她不太在乎这样的我为此我也失落	这样的我	5
那张有大师水平	大师水平	但是公司有营销策划部门	营销策划部门	5
所以你先做前期工作	前期工作	我下班去买点药	点药	5
这是一段对话	一段对话	你在哪个城市呢	哪个城市	2
我鄙视俺同学	俺同学	伟大哥待会儿再带盒熏鱼	盒熏鱼	8
我以前唱烛光里的妈妈	烛光里的妈妈	我开了个淘宝店	个淘宝店	3
怀孕不是个好活	个好活	你们拓展是不是有那种攀岩啊	那种攀岩	8
这样我会有心理负担	心理负担	她前一段时间在幼儿园打工	前一段时间	1
小弟弟最可怜才一个月	一个月	忠厚保持到生命最后一刻	生命最后一刻	5
我买了挺多肉丸的	挺多肉丸	也许你有你的难处	你的难处	4
他不是你亲弟弟吧	你亲弟弟	你还有一个小时吧	一个小时	3
男人不是女人的全部	女人的全部	我倒是没有考虑过这个问题	这个问题	8
