demon	d_label	d_deleted	d_node	d_parent	test	t_label	t_deleted	start	t_node	t_parent
我的空间里面的相册中你看看	相册中你看看	我的空间里面的	DNP-D4-N0	NP-D3-N0	具体渠道什么的肯定没法比	具体渠道肯定没法比	什么的	4	DNP-D4-N2	NP-D2-N0
你的彩虹要求太宽了	彩虹要求太宽了	你的	DNP-D3-N0	NP-D2-N0	反正我的专业也不好	反正专业也不好	我的	2	DNP-D3-N1	NP-D2-N1
外交要以国家民族利益为要	外交要为要	以国家民族利益	PP-D4-N0	VP-D3-N2	我刚给你问了问	我刚问了问	给你	2	PP-D3-N2	VP-D2-N1
那个人跟我联系了	人跟我联系了	那个	DP-D3-N0	NP-D2-N0	其他书都出了	书都出了	其他	0	DP-D3-N0	NP-D2-N0
我说我见过这个样子的	我说我见过的	这个样子	NP-D7-N0	DNP-D6-N0	我看见好多客户的天线都很简单	我看见的天线都很简单	好多客户	3	NP-D6-N0	DNP-D5-N0
访问学者能搞个球	访问学者能搞	个球	NP-D4-N1	VP-D3-N3	我去找我妈吃饭了	我去找吃饭了	我妈	3	NP-D5-N1	VP-D4-N0
这句话有点绕	话有点绕	这句	DP-D3-N0	NP-D2-N0	这是你们什么时候拍的	这是你们时候拍的	什么	4	DP-D7-N0	NP-D6-N1
那条路爱堵车	路爱堵车	那条	DP-D3-N0	NP-D2-N0	这个地方在海边	地方在海边	这个	0	DP-D3-N0	NP-D2-N0
你可以搜索一下他的文章什么的	你可以搜索一下他的文章	什么的	OTH-D6-N3	NP-D5-N2	账务公开什么的跟组织结构无关	账务公开跟组织结构无关	什么的	4	OTH-D3-N1	NP-D2-N0
我滴成绩不好捏	成绩不好捏	我滴	DNP-D4-N0	NP-D3-N0	病毒的吃药也没用	吃药也没用	病毒的	0	DNP-D3-N0	NP-D2-N0
他搞他的我搞我的	他搞他的我搞	我的	NP-D3-N4	VP-D2-N2	我告诉你原因吧傻徒弟	我告诉你吧傻徒弟	原因	4	NP-D4-N3	VP-D3-N1
那个小姑娘现在是学院的收银	那个小姑娘现在是收银	学院的	DNP-D5-N1	NP-D4-N6	母性的光芒四射	光芒四射	母性的	0	DNP-D3-N0	NP-D2-N0
这边老板就靠这个吃饭	这边老板就吃饭	靠这个	PP-D3-N3	VP-D2-N2	你跟销售经理说说	你说说	跟销售经理	1	PP-D3-N1	VP-D2-N1
哎我今天中午也没睡觉	哎我也没睡觉	今天中午	NP-D3-N2	VP-D2-N2	我说你哥的孩子	我说	你哥的孩子	2	NP-D3-N2	VP-D2-N1
谁谁谁又不跟谁谁玩	谁谁谁又不跟玩	谁谁	NP-D4-N3	PP-D3-N5	我会跟他们讲明利害	我会跟讲明利害	他们	3	NP-D5-N1	PP-D4-N0
你们住在一起	你们住	在一起	PP-D3-N2	VP-D2-N1	你可能要比这个早吧	你可能要早吧	比这个	4	PP-D6-N0	VP-D5-N1
你还有一个小时吧	你还有小时吧	一个	QP-D6-N0	NP-D5-N2	人家一个男生都不着急	人家男生都不着急	一个	2	QP-D3-N1	NP-D2-N0
你在兔子边上躺会儿吧	你躺会儿吧	在兔子边上	PP-D4-N1	VP-D3-N1	我爸只活在自己的世界里	我爸只活	在自己的世界里	4	PP-D4-N4	VP-D3-N3
她这个人是这样的	她人是这样的	这个	DP-D4-N1	NP-D3-N0	她前一段时间在幼儿园打工	她时间在幼儿园打工	前一段	1	DP-D4-N0	NP-D3-N1
不过我在你后面	不过我在	你后面	NP-D3-N3	VP-D2-N2	我现在都愁死了	我都愁死了	现在	1	NP-D3-N1	VP-D2-N1
一般的天线厂都行	天线厂都行	一般的	DNP-D3-N0	NP-D2-N0	其他的都好说	都好说	其他的	0	DNP-D3-N0	NP-D2-N0
我比你更不努力	我更不努力	比你	PP-D3-N1	VP-D2-N1	她精力就不会集中在那个	她精力就不会集中	在那个	8	PP-D5-N1	VP-D4-N5
你要一个卡子一个的拍	你要卡子一个的拍	一个	QP-D7-N0	NP-D6-N0	一个人十分多钟左右	人十分多钟左右	一个	0	QP-D3-N0	NP-D2-N0
你昨儿个晚上又做贼去了	你又做贼去了	昨儿个晚上	NP-D3-N1	VP-D2-N1	我们自己调整时间就好了	我们自己调整就好了	时间	6	NP-D4-N3	VP-D3-N1
那是理想国	那是	理想国	NP-D3-N2	VP-D2-N1	生长素是激素	生长素是	激素	4	NP-D3-N2	VP-D2-N1
她要回国我住她的房	她要回国我住房	她的	DNP-D4-N3	NP-D3-N4	我会吸取你们滴教训滴	我会吸取教训滴	你们滴	4	DNP-D6-N0	NP-D5-N1
万事不以换字为目的	万事不为目的	以换字	PP-D3-N3	VP-D2-N1	我这就回家拿鞭子赶他	我这就回家赶他	拿鞭子	5	PP-D5-N1	VP-D4-N3
她不太在乎这样的我为此我也失落	她不太在乎为此我也失落	这样的我	NP-D5-N3	VP-D4-N3	我现在天天化妆	我天天化妆	现在	1	NP-D3-N1	VP-D2-N1
或者我跟老师联系一下	或者我联系一下	跟老师	PP-D3-N1	VP-D2-N2	我给你关注着	我关注着	给你	1	PP-D3-N1	VP-D2-N1
我不同意师傅的看法	我不同意看法	师傅的	DNP-D5-N0	NP-D4-N2	账务公开什么的跟组织结构无关	账务公开跟组织结构无关	什么的	4	DNP-D4-N2	NP-D2-N0
我给你关注着	我关注着	给你	PP-D3-N1	VP-D2-N1	我刚才给他发信息他没有回应	我刚才发信息他没有回应	给他	3	PP-D4-N2	VP-D3-N1
你们去年可能是校展的时候来的吧	你们去年可能是时候来的吧	校展的	DNP-D9-N0	NP-D8-N0	他一般不参加我的活动	他一般不参加活动	我的	6	DNP-D5-N0	NP-D4-N3
我们大多数的时间都是发在家上	我们时间都是发在家上	大多数的	DNP-D3-N1	NP-D2-N0	所以有人说我是思想上的巨人	所以有人说我是巨人	思想上的	7	DNP-D8-N0	NP-D7-N2
我完全没有什么门道	我完全没有	什么门道	NP-D4-N2	VP-D3-N2	你男人已经把你当成私有财产了	你男人已经把你当成了	私有财产	9	NP-D6-N2	VP-D5-N1
商务的报价都是看量的	报价都是看量的	商务的	DNP-D4-N0	NP-D3-N0	手机里的音乐与照片还有电影太多	音乐与照片还有电影太多	手机里的	0	DNP-D3-N0	NP-D2-N0
那门课的成绩就是专四成绩	课的成绩就是专四成绩	那门	DP-D5-N0	NP-D4-N0	她这个人太可怕	她人太可怕	这个	1	DP-D4-N1	NP-D3-N1
反正你最近对我冷漠完勒	反正你最近冷漠完勒	对我	PP-D4-N3	VP-D3-N2	我给你加	我加	给你	1	PP-D3-N1	VP-D2-N1
她现在就是属于她男人的	她现在就是属于的	她男人	NP-D6-N1	VP-D5-N3	你打下我电话吧	你打下吧	我电话	3	NP-D4-N3	VP-D3-N1
这个书已经出了	书已经出了	这个	DP-D3-N0	NP-D2-N0	整个国家公园都建在一个活火山上	国家公园都建在一个活火山上	整个	0	DP-D3-N0	NP-D2-N0
奶妈终于在微信上出现了	奶妈终于出现了	在微信上	PP-D3-N2	VP-D2-N1	风波延烧到政界	风波延烧	到政界	4	PP-D3-N2	VP-D2-N1
改革开放不止一条路	改革开放不止路	一条	QP-D4-N0	NP-D3-N3	我们也是学前班上了一个私立学校	我们也是学前班上了私立学校	一个	9	QP-D5-N3	NP-D4-N4
你们都给我打低分	你们都打低分	给我	PP-D3-N2	VP-D2-N1	我当时还跟他讲过的	我当时还讲过的	跟他	4	PP-D4-N3	VP-D3-N1
所以我一个人在家	所以我在家	一个人	NP-D3-N2	VP-D2-N2	我老公到车站没买到	我老公到没买到	车站	4	NP-D4-N1	VP-D3-N2
我也不知道这事	我也不知道	这事	NP-D4-N3	VP-D3-N3	自己发自己的	自己发	自己的	3	NP-D3-N2	VP-D2-N1
我现在都没个方向	我现在都没	个方向	NP-D4-N3	VP-D3-N3	我到过一家天线厂	我到过	一家天线厂	3	NP-D3-N3	VP-D2-N1
我回去用电脑看看	我回去看看	用电脑	PP-D4-N1	VP-D3-N2	我刚跟大姑打完电话	我刚打完电话	跟大姑	2	PP-D3-N2	VP-D2-N1
他搞他的我搞我的	他搞我搞我的	他的	NP-D4-N2	VP-D3-N1	行李放在大巴上	行李放在上	大巴	4	NP-D5-N0	VP-D2-N1
这样的人不会全情投入去爱一个人	人不会全情投入去爱一个人	这样的	DNP-D3-N0	NP-D2-N0	俺闺女的好多照片都在里面了	好多照片都在里面了	俺闺女的	0	DNP-D3-N0	NP-D2-N0
我下采购单	我下	采购单	NP-D3-N2	VP-D2-N1	这才叫多项式相等	这才叫相等	多项式	3	NP-D5-N0	VP-D3-N2
我昨天也跟他留言了滴	我昨天也留言了滴	跟他	PP-D4-N3	VP-D3-N1	我以为他其实在别人面前失分了	我以为他其实失分了	在别人面前	6	PP-D5-N2	VP-D4-N1
我等下跟你弄	我等下弄	跟你	PP-D3-N2	VP-D2-N1	我对帽子木有兴趣	我木有兴趣	对帽子	1	PP-D3-N1	VP-D2-N1
一个浪来	浪来	一个	QP-D3-N0	NP-D2-N0	最好我们以后能在一个编辑室	最好我们以后能在编辑室	一个	8	QP-D6-N0	NP-D5-N1
囚犯参与剧本创作获殊荣	囚犯参与获殊荣	剧本创作	NP-D4-N1	VP-D3-N1	落实能力有问题	落实能力有	问题	5	NP-D3-N3	VP-D2-N1
我的邮件基本处理完了	邮件基本处理完了	我的	DNP-D3-N0	NP-D2-N0	我懂他的意思	我懂意思	他的	2	DNP-D4-N0	NP-D3-N2
基本上每个人都开车的	基本上人都开车的	每个	DP-D4-N1	NP-D3-N1	那些听力很简单的	听力很简单的	那些	0	DP-D4-N0	NP-D3-N0
我有一个	我有	一个	QP-D3-N2	VP-D2-N1	但是房子里还有一个房间	但是房子里还有房间	一个	7	QP-D5-N0	VP-D3-N4
这个公寓楼就是酒店式那种的	公寓楼就是酒店式那种的	这个	DP-D3-N0	NP-D2-N0	你什么时候打的电话	你时候打的电话	什么	1	DP-D4-N0	NP-D3-N1
我就见过好几个这样的人	我就见过这样的人	好几个	QP-D5-N0	NP-D4-N3	我跟隔壁的用的一根网线	我跟隔壁的用的网线	一根	7	QP-D5-N1	NP-D4-N4
她这个人太可怕	她人太可怕	这个	DP-D4-N1	NP-D3-N1	我之前有认识另外一位医生	我之前有认识医生	另外一位	6	DP-D6-N0	NP-D5-N1
那个是所有的	那个是	所有的	NP-D3-N2	VP-D2-N1	你给我说你什么时候有时间	你给我说你有时间	什么时候	5	NP-D6-N1	VP-D5-N2
基本她没管家庭和小孩	基本她没管	家庭和小孩	NP-D4-N2	VP-D3-N3	大热天的你跟领导说说可以晚点来	大热天的你跟说说可以晚点来	领导	6	NP-D5-N1	VP-D3-N3
你跟家里商量一下	你商量一下	跟家里	PP-D3-N1	VP-D2-N1	我刚给那个男孩说了	我刚说了	给那个男孩	2	PP-D3-N2	VP-D2-N1
外交要以国家民族利益为要	外交要为要	以国家民族利益	PP-D4-N0	VP-D3-N2	你最近在家干啥	你最近干啥	在家	3	PP-D3-N2	VP-D2-N1
那是你一辈子的事耶	那是耶	你一辈子的事	NP-D4-N2	VP-D3-N1	这是互相的	这是	互相的	2	NP-D3-N2	VP-D2-N1
老人一个个的都是这么办的	老人一的都是这么办的	个个	CLP-D6-N1	QP-D5-N2	你还真是一步步规划的细密	你还真是一规划的细密	步步	5	CLP-D4-N3	QP-D3-N3
我说中了师傅的心思吧	我说中了吧	师傅的心思	NP-D4-N3	VP-D3-N1	这里有个天伦不不孕不育医院	这里有	个天伦不不孕不育医院	3	NP-D3-N2	VP-D2-N1
自己的时间多	时间多	自己的	DNP-D3-N0	NP-D2-N0	现在儿子肯定多数听老婆的	现在儿子肯定多数听	老婆的	9	DNP-D5-N0	NP-D4-N3
他远程指挥他们的人	他远程指挥人	他们的	DNP-D5-N0	NP-D4-N2	这样的人不会全情投入去爱一个人	人不会全情投入去爱一个人	这样的	0	DNP-D3-N0	NP-D2-N0
难得他大老远见你一面	难得他大老远见你	一面	NP-D4-N3	VP-D3-N3	我是真心希望你们好好的	我是真心希望好好的	你们	6	NP-D7-N0	VP-D5-N1
人各有自己的生长规律和足迹	人各有生长规律和足迹	自己的	DNP-D5-N0	NP-D4-N2	孩子的奶粉也越来越不安全了	奶粉也越来越不安全了	孩子的	0	DNP-D3-N0	NP-D2-N0
你要用护士的工号	你要用工号	护士的	DNP-D5-N0	NP-D4-N1	顺风的什么菜好吃	什么菜好吃	顺风的	0	DNP-D3-N0	NP-D2-N0
我去找我妈吃饭了	我去找吃饭了	我妈	NP-D5-N1	VP-D4-N0	页岩气开发好象国内是有的	页岩气开发好象是有的	国内	7	NP-D4-N4	VP-D3-N1
我这个人就是这样	我人就是这样	这个	DP-D4-N1	NP-D3-N1	哎我也是这个点起来的	哎我也是点起来的	这个	4	DP-D7-N0	NP-D6-N0
我再给他打个电话问问你	我再打个电话问问你	给他	PP-D3-N2	VP-D2-N1	民愤如火烧眼皮	民愤烧眼皮	如火	2	PP-D3-N1	VP-D2-N1
你这次可稳准了	你可稳准了	这次	DP-D3-N1	VP-D2-N1	我那没有那些康乐消费	我那没有康乐消费	那些	4	DP-D4-N0	VP-D2-N1
我睡床上了	我睡了	床上	LCP-D3-N2	VP-D2-N1	你在兔子边上躺会儿吧	你在躺会儿吧	兔子边上	2	LCP-D5-N1	VP-D3-N1
但是公司有营销策划部门	但是公司有	营销策划部门	NP-D3-N3	VP-D2-N2	我不需要信任	我不需要	信任	4	NP-D4-N2	VP-D3-N2
我是大爷型的	我是的	大爷型	NP-D5-N0	DNP-D4-N0	以前的同学又还没放假	的同学又还没放假	以前	0	NP-D4-N0	DNP-D3-N0
我说中了师傅的心思吧	我说中了心思吧	师傅的	DNP-D5-N2	NP-D4-N3	只是对方是不是看到你的名字	只是对方是不是看到名字	你的	9	DNP-D5-N0	NP-D4-N4
我到过一家天线厂	我到过	一家天线厂	NP-D3-N3	VP-D2-N1	不过我就缺少这个	不过我就缺少	这个	6	NP-D4-N2	VP-D3-N3
她的比我的好弄	她的好弄	比我的	PP-D3-N1	VP-D2-N1	明天早上我起早一点和你聊	明天早上我起早一点聊	和你	9	PP-D4-N2	VP-D3-N4
我之前有认识另外一位医生	我之前有认识	另外一位医生	NP-D5-N1	VP-D4-N2	孩子躺在母亲的臂弯里	孩子躺在里	母亲的臂弯	4	NP-D5-N0	VP-D2-N1
大热天的你跟领导说说可以晚点来	大热天的你说说可以晚点来	跟领导	PP-D4-N1	VP-D3-N3	民愤如火烧眼皮	民愤烧眼皮	如火	2	PP-D3-N1	VP-D2-N1
其实里面也没有爱情故事	其实里面也没有	爱情故事	NP-D4-N2	VP-D3-N3	我不再是以前的我	我不再是	以前的我	4	NP-D4-N3	VP-D3-N3
那个人跟我联系了	那个人联系了	跟我	PP-D3-N2	VP-D2-N1	我又没钱我从地摊开始	我又没钱我开始	从地摊	5	PP-D4-N4	VP-D3-N3
我会吸取你们滴教训滴	我会吸取滴	你们滴教训	NP-D5-N1	VP-D4-N2	所以自己对自己好点	所以自己对好点	自己	5	NP-D4-N1	VP-D2-N2
这个不是我的	这个不是	我的	NP-D4-N2	VP-D3-N2	我的微博里好多照片	我的微博里	好多照片	5	NP-D3-N2	VP-D2-N1
我的微博里好多照片	里好多照片	我的微博	NP-D3-N0	LCP-D2-N0	整个国家公园都建在一个活火山上	整个国家公园都建在上	一个活火山	9	NP-D6-N0	LCP-D5-N2
她对历史也蛮感兴趣的	她也蛮感兴趣的	对历史	PP-D4-N1	VP-D3-N1	他不理你你也不跟他玩算了	他不理你你也不玩算了	跟他	7	PP-D4-N5	VP-D3-N2
恩我有现成的	恩我有	现成的	NP-D3-N3	VP-D2-N2	学院近期是要进行大规模调整	学院是要进行大规模调整	近期	2	NP-D3-N1	VP-D2-N1
每个人心中的比例不同	每个的比例不同	人心中	LCP-D4-N2	DNP-D3-N1	刚才手机上的没收到	刚才的没收到	手机上	2	LCP-D4-N0	DNP-D3-N1
一个人都不去	人都不去	一个	QP-D3-N0	NP-D2-N0	我一个女生着急啥	我女生着急啥	一个	1	QP-D3-N1	NP-D2-N0
他教刑事司法系统的	他教的	刑事司法系统	NP-D4-N2	VP-D3-N1	我没去过那里	我没去过	那里	4	NP-D4-N3	VP-D3-N2
老公对我好就够了	老公好就够了	对我	PP-D4-N1	VP-D3-N1	我刚给你发邮箱	我刚发邮箱	给你	2	PP-D3-N2	VP-D2-N1
你啥时候走	你走	啥时候	NP-D3-N1	VP-D2-N1	会议室冒得空调	会议室冒得	空调	5	NP-D3-N2	VP-D2-N1
他刚才跟我留言	他刚才留言	跟我	PP-D3-N2	VP-D2-N1	这个直接在格子里改	这个直接改	在格子里	4	PP-D3-N2	VP-D2-N1
你是项目的骨干	你是	项目的骨干	NP-D3-N2	VP-D2-N1	我今天在改回程的票	我在改回程的票	今天	1	NP-D3-N1	VP-D2-N1
一个孩子的家庭太脆弱了	家庭太脆弱了	一个孩子的	DNP-D3-N0	NP-D2-N0	你先生的工作很好	工作很好	你先生的	0	DNP-D3-N0	NP-D2-N0
但是防腐剂什么的少	但是防腐剂少	什么的	OTH-D3-N2	NP-D2-N1	你可以搜索一下他的文章什么的	你可以搜索一下他的文章	什么的	11	OTH-D6-N3	NP-D5-N2
单位的网速非常垃圾	网速非常垃圾	单位的	DNP-D3-N0	NP-D2-N0	外部压力是内部调整的机遇	外部压力是机遇	内部调整的	5	DNP-D4-N0	NP-D3-N3
我先洗把脸你忙会儿	我先洗你忙会儿	把脸	NP-D5-N2	VP-D4-N2	你要是个男的就好了	你要是就好了	个男的	3	NP-D5-N2	VP-D4-N2
那是教育的问题	那是问题	教育的	DNP-D4-N0	NP-D3-N2	我的想法是房间配上电脑	想法是房间配上电脑	我的	0	DNP-D3-N0	NP-D2-N0
我没往这方面考虑过	我没考虑过	往这方面	PP-D3-N2	VP-D2-N1	账务公开什么的跟组织结构无关	账务公开什么的无关	跟组织结构	7	PP-D3-N2	VP-D2-N1
他们在做大事情	他们在做	大事情	NP-D4-N2	VP-D3-N2	我忘记名字了	我忘记了	名字	3	NP-D3-N2	VP-D2-N1
我给你打电话	我打电话	给你	PP-D3-N1	VP-D2-N1	我才知道她和你一个专业	我才知道她一个专业	和你	5	PP-D6-N1	VP-D5-N1
最多你是多买一个保险	最多你是多买	一个保险	NP-D5-N2	VP-D4-N1	你总是能看到营销的本质	你总是能看到	营销的本质	6	NP-D5-N1	VP-D4-N2
今年是第三年	今年是	第三年	QP-D3-N2	VP-D2-N1	他多年没工作了	他没工作了	多年	1	QP-D3-N1	VP-D2-N1
心里各种状况或多或少有个预判	心里各种状况或多或少有	个预判	NP-D4-N4	VP-D3-N3	这里现在在下暴雨	这里在下暴雨	现在	2	NP-D3-N1	VP-D2-N1
你们这种工作难免有应酬	你们工作难免有应酬	这种	DP-D3-N1	NP-D2-N0	我之前有认识另外一位医生	我之前有认识医生	另外一位	6	DP-D6-N0	NP-D5-N1
思想落实于具体形式	思想落实于	具体形式	NP-D4-N1	PP-D3-N2	我基本不在里面说话	我基本不在说话	里面	5	NP-D4-N3	PP-D3-N3
你给我总结下	你总结下	给我	PP-D3-N1	VP-D2-N1	你跟他们说我们有瓶他们就给换了	你说我们有瓶他们就给换了	跟他们	1	PP-D4-N1	VP-D3-N1
我爸只活在自己的世界里	我爸只活	在自己的世界里	PP-D4-N4	VP-D3-N3	我们的产品在哪里加工	我们的产品加工	在哪里	5	PP-D3-N2	VP-D2-N1
中午十一点半前你们下去退房	前你们下去退房	中午十一点半	NP-D3-N0	LCP-D2-N0	只有经十路上有公交车	只有上有公交车	经十路	2	NP-D3-N1	LCP-D2-N1
你先生的工作很好	工作很好	你先生的	DNP-D3-N0	NP-D2-N0	我的微博里好多照片	微博里好多照片	我的	0	DNP-D4-N0	NP-D3-N0
我的邮件基本处理完了	邮件基本处理完了	我的	DNP-D3-N0	NP-D2-N0	我的庄家都长的不好	庄家都长的不好	我的	0	DNP-D3-N0	NP-D2-N0
好汉不提当年勇	好汉不提	当年勇	NP-D4-N2	VP-D3-N2	哎天下没有媳妇喜欢婆婆的	哎天下没有喜欢婆婆的	媳妇	5	NP-D5-N0	VP-D3-N2
她一个人带个孩子也蛮造业	她一个人带也蛮造业	个孩子	NP-D5-N3	VP-D4-N2	雨巷是总结过去的一种感情	雨巷是总结	过去的一种感情	5	NP-D4-N1	VP-D3-N2
我想一下午了	我想了	一下午	NP-D3-N2	VP-D2-N1	响马闯天涯	响马闯	天涯	3	NP-D3-N2	VP-D2-N1
我们系上暑期会有个访问学者过来	上暑期会有个访问学者过来	我们系	NP-D3-N0	LCP-D2-N0	火车上温度很低	上温度很低	火车	0	NP-D3-N0	LCP-D2-N0
我们现在客户需要这类的图书	我们现在客户需要	这类的图书	NP-D3-N4	VP-D2-N1	那你现在上路合法么	那你上路合法么	现在	2	NP-D5-N1	VP-D4-N2
所以你您是我老师	所以你您是	我老师	NP-D3-N4	VP-D2-N3	我公公年前还治疗的较好	我公公还治疗的较好	年前	3	NP-D3-N2	VP-D2-N1
我不和他说话	我不说话	和他	PP-D3-N2	VP-D2-N1	我昨天也跟他留言了滴	我昨天也留言了滴	跟他	4	PP-D4-N3	VP-D3-N1
其实他对我很好的	其实他很好的	对我	PP-D4-N2	VP-D3-N2	我在宿舍经常没型号的	我经常没型号的	在宿舍	1	PP-D4-N1	VP-D3-N1
这个直接在格子里改	这个直接改	在格子里	PP-D3-N2	VP-D2-N1	你可能要比这个早吧	你可能要早吧	比这个	4	PP-D6-N0	VP-D5-N1
不过我在你后面	不过我在	你后面	NP-D3-N3	VP-D2-N2	我现在也是这么教我丫头	我也是这么教我丫头	现在	1	NP-D3-N1	VP-D2-N1
我们这的供货很难打进来的	供货很难打进来的	我们这的	DNP-D4-N0	NP-D3-N0	以前的同事关系跟我都蛮好的	同事关系跟我都蛮好的	以前的	0	DNP-D4-N0	NP-D3-N0
那盘菜是红烧排骨	那盘菜是	红烧排骨	NP-D3-N3	VP-D2-N1	你联系一下我们销售经理	你联系一下	我们销售经理	5	NP-D3-N3	VP-D2-N1
反正计划总没有变化快	反正计划总快	没有变化	PP-D3-N3	VP-D2-N2	他刚才跟我留言	他刚才留言	跟我	3	PP-D3-N2	VP-D2-N1
你打下我电话吧	你打下吧	我电话	NP-D4-N3	VP-D3-N1	个人事情方面我觉得我没什么动力	个人事情方面我觉得我没	什么动力	11	NP-D5-N2	VP-D4-N1
哎我今天中午也没睡觉	哎我也没睡觉	今天中午	NP-D3-N2	VP-D2-N2	这个地方在海边	这个地方在	海边	5	NP-D3-N3	VP-D2-N1
思想落实于具体形式	思想落实	于具体形式	PP-D3-N2	VP-D2-N1	所以你就是纠结在这个地方吧	所以你就是纠结吧	在这个地方	7	PP-D6-N1	VP-D5-N2
友情是体系外额外的东西	友情是	体系外额外的东西	NP-D3-N2	VP-D2-N1	我当时还跟他讲过的	我还跟他讲过的	当时	1	NP-D4-N1	VP-D3-N1
我的想法是房间配上电脑	想法是房间配上电脑	我的	DNP-D3-N0	NP-D2-N0	嗯我上周给我们部门的人讲课	嗯我上周给人讲课	我们部门的	5	DNP-D5-N1	NP-D4-N3
我只听过他家的卸妆油	我只听过卸妆油	他家的	DNP-D5-N0	NP-D4-N3	这个互惠生的签证很难办	这个签证很难办	互惠生的	2	DNP-D3-N1	NP-D2-N0
我最近和公司的人有些矛盾	我最近和有些矛盾	公司的人	NP-D4-N2	PP-D3-N2	我一般准备浴巾给他们带去	我一般准备浴巾给带去	他们	8	NP-D6-N2	PP-D5-N2
我给你晚安的	我晚安的	给你	PP-D4-N1	VP-D3-N1	我对帽子木有兴趣	我木有兴趣	对帽子	1	PP-D3-N1	VP-D2-N1
你男人已经把你当成私有财产了	你男人已经把你当成了	私有财产	NP-D6-N2	VP-D5-N1	官方就需要这样的代表	官方就需要	这样的代表	5	NP-D4-N2	VP-D3-N2
你每天就给他添一样	你每天就给他添	一样	QP-D4-N6	VP-D3-N4	女性撑起半边天	女性撑起天	半边	4	QP-D4-N0	VP-D2-N1
他们说暑假真不像个暑假	他们说暑假真不像	个暑假	NP-D6-N3	VP-D5-N3	我最近是脾气特别大	我是脾气特别大	最近	1	NP-D3-N1	VP-D2-N1
这个合适其实内容很多	合适其实内容很多	这个	DP-D3-N0	NP-D2-N0	这个网站我邻居家就开这个的	网站我邻居家就开这个的	这个	0	DP-D4-N0	NP-D3-N0
按照国内标准兔子是压着下限了	按照兔子是压着下限了	国内标准	NP-D3-N1	PP-D2-N0	他对女生很害羞	他对很害羞	女生	2	NP-D4-N1	PP-D3-N1
我给你送去	我送去	给你	PP-D3-N1	VP-D2-N1	我要向你学习	我要学习	向你	2	PP-D4-N0	VP-D3-N2
我等下跟你弄	我等下弄	跟你	PP-D3-N2	VP-D2-N1	之前结核在那边治疗的	之前结核治疗的	在那边	4	PP-D4-N2	VP-D3-N2
只不过大部分人有些特殊需求	只不过大部分人有	些特殊需求	NP-D3-N4	VP-D2-N2	我现在快下班了	我快下班了	现在	1	NP-D3-N1	VP-D2-N1
它的副董是我的同学	它的副董是	我的同学	NP-D3-N3	VP-D2-N1	这样的人不会全情投入去爱一个人	这样的人不会投入去爱一个人	全情	6	NP-D5-N1	VP-D4-N5
我之前有认识另外一位医生	我之前有认识另外医生	一位	QP-D7-N1	DP-D6-N0	这一季我都没追全	这我都没追全	一季	1	QP-D3-N1	DP-D2-N0
我的空间里面的相册中你看看	空间里面的相册中你看看	我的	DNP-D7-N0	NP-D6-N0	家里的东西还没有买全年	东西还没有买全年	家里的	0	DNP-D3-N0	NP-D2-N0
金钱豹的铁板烧没有了	铁板烧没有了	金钱豹的	DNP-D3-N0	NP-D2-N0	他是退工资的吧	他是退吧	工资的	3	DNP-D6-N0	NP-D5-N1
之前那个手机短信实在太麻烦了	之前手机短信实在太麻烦了	那个	DP-D3-N1	NP-D2-N1	你还有哪些学校录取了	你还有学校录取了	哪些	3	DP-D6-N0	NP-D5-N0
原来你是个诗人	原来你是	个诗人	NP-D3-N3	VP-D2-N2	你那边应该就是保洁的了	你那边应该就是了	保洁的	7	NP-D5-N2	VP-D4-N1
咱还没这实力	咱还没	这实力	NP-D4-N2	VP-D3-N2	我的意思是我不再是以前那么坏	我的意思是我不再是那么坏	以前	9	NP-D7-N0	VP-D6-N3
我已经不会为这些事情纠结了	我已经不会纠结了	为这些事情	PP-D5-N0	VP-D4-N3	整个国家公园都建在一个活火山上	整个国家公园都建	在一个活火山上	8	PP-D4-N6	VP-D3-N3
你给你哥哥说一声	你说一声	给你哥哥	PP-D3-N1	VP-D2-N1	我和她同岁	我同岁	和她	1	PP-D3-N1	VP-D2-N1
去年一个师弟准备的	去年师弟准备的	一个	QP-D4-N1	NP-D3-N1	一个人到也自在	人到也自在	一个	0	QP-D3-N0	NP-D2-N0
一个人跑来跑去	人跑来跑去	一个	QP-D3-N0	NP-D2-N0	大多平台都有客户在做	平台都有客户在做	大多	0	QP-D3-N0	NP-D2-N0
我一点多到他四点以后才能来	我一点多到他才能来	四点以后	LCP-D4-N4	VP-D3-N3	你要根据我们模块上的接口来配置	你要根据的接口来配置	我们模块上	4	LCP-D7-N0	VP-D3-N2
自己处理点自己的事情	自己处理点事情	自己的	DNP-D4-N1	NP-D3-N2	你们去年可能是校展的时候来的吧	你们去年可能是时候来的吧	校展的	7	DNP-D9-N0	NP-D8-N0
我回去用电脑看看	我回去看看	用电脑	PP-D4-N1	VP-D3-N2	但是我在别的地方做	但是我做	在别的地方	3	PP-D3-N2	VP-D2-N2
我过几天吧	我过吧	几天	QP-D4-N2	VP-D3-N1	或者你删除再试一次	或者你删除再试	一次	7	QP-D5-N2	VP-D4-N2
所以你您是我老师	所以你您是	我老师	NP-D3-N4	VP-D2-N3	网上有房型图	网上有	房型图	3	NP-D3-N2	VP-D2-N1
