demon	d_label	test	start	end	prediction
然后你把钱打到我的支付宝	我的支付宝	现在我只加了电子病历的	22	21	nan
我买了挺多肉丸的	挺多肉丸	全家除了鸡蛋基本都吃素了	19	3	nan
我基本每周都不走	每周	燃料电池的项目最近没有什么进展	27	21	nan
你往我家打电话了	我家	我跟我同事一起弄她的店	19	20	一起
大雪在圣诞的时候	圣诞的时候	这个是什么意思	19	18	nan
你可以查查你们那边的	你们那边的	我是你同学	19	23	我是你同学
文科基本上生活中有点用	点用	化妆品可能占点空间会	26	23	nan
其他都是园林类的	园林类的	男人不差在别的地方	20	21	在别
只是人确实在某个时间段会很脆弱	某个时间段	那是因为你自己这样觉得	27	18	nan
俺弟一结婚我就没什么事了	什么事	我还在网上败但现在多在商场	29	31	在商场
他是换全新的	全新的	他也怕自己老了	19	3	nan
我周四晚火车	周四晚	女人对自己好点	19	3	nan
这恰恰说明了应试教育的好处	应试教育	我也正在物色这方面的人才	24	21	nan
我以前唱烛光里的妈妈	烛光里的妈妈	你是什么时候来	25	23	nan
节奏可能跟外企的差不多	外企的	按照银行报表的销售额可以	29	21	nan
我现在一身汗	一身	我昨天走了一个半小时	19	18	nan
我五点后空的	五点后	我就在你面前倚老卖老一次吧	15	21	在你面前倚老卖
我买了这件	这件	这个交通标识是什么意思	17	12	nan
我下个月去买车	下个月	男人不差在别的地方	18	10	nan
那你还要寄送什么推荐信	什么推荐信	我一直放低自己的底线	25	21	nan
你可以去其他地方测试一下	其他地方	我是你同学	25	10	nan
大雪在圣诞的时候	圣诞的时候	全家除了鸡蛋基本都吃素了	17	21	全家除了鸡
这个男孩有些意向	些意向	正好我现在一个同事有点心得	19	21	在一个
你可以查查你们那边的	你们那边的	那你还不就拿个提成	19	25	那你还不就拿个
我们按这个标准交	这个标准	那是因为你自己这样觉得	19	11	nan
你该找个妹子了	个妹子	她对你们都很熟悉的	19	9	nan
你要找天线供应商	天线供应商	我们还不是可以自己活	19	4	nan
文科基本上生活中有点用	生活中	行李放在车上	21	21	在
你肯定是一个好爸爸	一个好爸爸	那你喜欢什么样的	19	12	nan
我有个重要问题那里有没有厕所	个重要问题	现在我只加了电子病历的	24	16	nan
你在哪个医院	哪个医院	这个是小影院	19	15	nan
送礼也是个技术活	个技术活	灵感来自我师母	19	10	nan
你家里比我家里可能性大些列	我家里	节奏可能跟外企的差不多	31	12	nan
我以前唱烛光里的妈妈	烛光里的妈妈	我要跟家长说说	25	7	nan
你在哪个医院	哪个医院	我要跟家长说说	19	9	nan
那你喜欢什么样的	什么样的	女人对自己好点	19	21	自己好
利民经常干这种事情的	这种事情	你叫什么名字	18	21	你叫什么
这就是贫富差距的显现	贫富差距	女状元的爸爸谈教育	19	21	状元的
忠厚保持到生命最后一刻	生命最后一刻	这个要熊猫的那个	28	28	个
你叫什么名字	什么名字	那你还要寄送什么推荐信	25	21	nan
你在哪个医院	哪个医院	然后你把钱打到我的支付宝	19	9	nan
土地基金增强特区财政储备	特区财政储备	他们报了什么兴趣班	31	3	nan
我一直但是这个事情	这个事情	你那边现在几点	21	12	nan
只是人确实在某个时间段会很脆弱	某个时间段	那在这个方面上我们能达成共识	25	27	在这个
我买了挺多肉丸的	挺多肉丸	我知道那个地方	19	20	那个
那你还是打印电子版的吧	电子版的	正好我现在一个同事有点心得	23	25	在一个
他不管这些子事	这些子事	我对她高中都没什么印象	25	10	nan
你不在一早上了	一早上	你看这个有没好点	3	17	在一早上了。一早上。[SEP]你看这个
然后你把钱打到我的支付宝	我的支付宝	我从心里喜欢孩子的真	31	21	nan
我发现你每天很有点无聊列	每天	目录没什么要求把	25	21	nan
社会主义不止一条路	一条路	我其实很想他们说服我	19	8	nan
利民经常干这种事情的	这种事情	她对你们都很熟悉的	19	13	nan
你入市了几多钱	几多钱	我是你同学	19	4	nan
灵感来自我师母	我师母	我还得赶点东西	19	2	nan
我们做弱电系统	弱电系统	我哪有什么关系	17	19	有什么
我知道那个地方	那个地方	再说你很多群友学生	24	10	nan
这恰恰说明了应试教育的好处	应试教育的好处	这是你才华的发动机	25	8	nan
我们每个人买了一个新秀丽的箱子	一个	我昨天走了一个半小时	27	27	个
我们住哪个酒店	哪个酒店	到时候我给你们打电话	19	10	nan
这恰恰说明了应试教育的好处	应试教育的好处	那你还是打印电子版的吧	27	8	nan
我下个月去买车	下个月	我其实很想他们说服我	19	10	nan
文科基本上生活中有点用	点用	我是你同学	19	21	你同学
你这几年过得好不饿	这几年	你叫什么名字	16	21	你叫什么名字
他们报了什么兴趣班	什么兴趣班	现在我只加了电子病历的	19	19	在
按照银行报表的销售额可以	银行报表的销售额	她在跟她老公打电话	25	4	nan
这是我的微博	我的微博	利民经常干这种事情的	19	20	这种
我周日晚上走	周日晚上	我们按这个标准交	18	18	个
我也不知道他们的投诉电话	他们的投诉电话	这个得往单位发	26	24	nan
她是个行政的主任	个行政的主任	我知道莫路送卡了	25	10	nan
提前批好像是公安之类的	公安之类	文档里的是外置的吧	25	21	nan
他们报了什么兴趣班	什么兴趣班	只是个人没什么好处	19	20	是个
那你还不就拿个提成	个提成	只是个人没什么好处	19	18	nan
我没见过她老公	她老公	那你在群里说说	16	11	nan
这个男孩有些意向	些意向	你在那公司里做过吧	16	2	nan
你往我家打电话了	我家	节奏可能跟外企的差不多	25	21	nan
我明天有健步走活动	健步走活动	官二代富二代都在国外拿绿卡	25	21	nan
按照银行报表的销售额可以	银行报表	这游戏的价值比太低了	25	21	nan
你和我哥差不多大	我哥	节奏可能跟外企的差不多	25	21	nan
所以我才有其他想法	其他想法	我只知道法海无鞭	25	21	nan
目录没什么要求把	什么要求	忠厚保持到生命最后一刻	25	11	nan
原来账户的钱不够了	原来账户	这游戏的价值比太低了	19	21	戏的价
我不知道上次你看了群聊记录没	群聊记录	我们公司在搞什么二十周年庆	26	33	在搞什么二十周年
他们住一楼	一楼	这边的是从设备出来直接光纤连的	19	2	nan
我们住哪个酒店	哪个酒店	我一直但是这个事情	19	21	是这个
那我明天早上跟她说吧	明天早上	她对你们都很熟悉的	19	21	对你们
这个要熊猫的那个	熊猫的那个	利民经常干这种事情的	19	14	nan
我们按这个标准交	这个标准	你在那公司里做过吧	17	11	nan
我这次给了名字的	这次	我知道那个地方	19	18	nan
她在跟她老公打电话	她老公	按照银行报表的销售额可以	27	6	nan
附近有个民生银行	个民生银行	你在那公司里做过吧	18	10	nan
我们做弱电系统	弱电系统	其他都是园林类的	18	2	nan
这恰恰说明了应试教育的好处	应试教育	文档里的是外置的吧	25	8	nan
我们住哪个酒店	哪个酒店	机会是你自己错失滴	19	10	nan
我不太好去她家做菜	她家	你该找个妹子了	17	18	找个
你入市了几多钱	几多钱	现在早教比大学贵	15	21	在早教比大学贵
他们报了什么兴趣班	什么兴趣班	我们住哪个酒店	25	22	nan
那你还不就拿个提成	个提成	燃料电池的项目最近没有什么进展	29	11	nan
节奏可能跟外企的差不多	外企的	你家里比我家里可能性大些列	26	29	能性大些
你看社区地图	社区地图	那你还是打印电子版的吧	17	21	是打印电子
我是你同学	你同学	我以前唱烛光里的妈妈	19	21	的妈妈
我是说手机信息	手机信息	附近有个民生银行	17	18	有个
我跟我同事一起弄她的店	她的店	关键是人家为什么放手	20	21	是人
那你还要寄送什么推荐信	什么推荐信	这个男孩有些意向	26	21	nan
目录没什么要求把	什么要求	我四点从单位直接出发	19	21	从单位
他们报了什么兴趣班	什么兴趣班	那你在群里说说	20	6	nan
所以我才有其他想法	其他想法	这个领导可能有领导的想法吧	27	18	nan
利民经常干这种事情的	这种事情	每天往返路程需要多长时间	20	13	nan
节奏可能跟外企的差不多	外企的	她在跟她老公打电话	19	23	在跟她老公
你和我哥差不多大	我哥	那在这个方面上我们能达成共识	15	17	在这个
这个是什么意思	什么意思	你在那公司里做过吧	16	2	nan
你要给我客人的护照号码和名字	客人的护照号码和名字	班长说你保养最好	31	35	你保养最好
下午点的就可以	下午点	女状元的爸爸谈教育	17	3	nan
你这几年过得好不饿	这几年	利民经常干这种事情的	19	22	常干这种
我跟我同事一起弄她的店	她的店	男人不差在别的地方	22	7	nan
这样的说法也震动了我们那个政府	我们那个政府	你的光环是你自己的	29	20	nan
我买了这件	这件	我们按这个标准交	19	15	nan
你该找个妹子了	个妹子	我昨天走了一个半小时	19	20	一个
她天天做你的	你的	这恰恰说明了应试教育的好处	25	23	nan
那你俩照什么主题	什么主题	这个啥意思	19	17	nan
我基本每周都不走	每周	那你寒假什么打算	20	19	nan
我准备了好长时间嗯	好长时间	我们是泡沫的	19	1	nan
大雪在圣诞的时候	圣诞的时候	你在哪个医院	18	20	在哪个
我五点后空的	五点后	我妈在家里做也很受欢迎	15	3	nan
附近有个民生银行	个民生银行	你的光环是你自己的	25	10	nan
我跟我同事一起弄她的店	她的店	你看俺弟黑的	18	7	nan
这是一这是原则问题	原则问题	你在网上看	18	21	在网上看
文科基本上生活中有点用	点用	那你在群里说说	19	21	在群里
龙猫属于夜行动物	夜行动物	那说明驱动没装好	19	21	驱动没
我是说手机信息	手机信息	大雪在圣诞的时候	17	21	在圣诞的时
我买了挺多肉丸的	挺多肉丸	我跟他都做了酒店的英语测试	19	21	都做了
我们是泡沫的	泡沫的	那是因为你自己这样觉得	19	21	己这样
那小子赚了不少钱	不少钱	正好我现在一个同事有点心得	19	21	在一个
我买了这件	这件	我觉得他那个驾校也有问题	19	16	nan
我们做弱电系统	弱电系统	他也怕自己老了	19	21	己老了
你是什么时候来	什么时候	我知道那个地方	19	19	个
肥肉妹这把赚大了	这把	男人不差在别的地方	18	1	nan
你的光环是你自己的	你自己的	到时候我给你们打电话	19	21	候我给
这个交通标识是什么意思	什么意思	这边的是从设备出来直接光纤连的	25	2	nan
你这几年过得好不饿	这几年	我知道那个地方	19	20	那个
这恰恰说明了应试教育的好处	应试教育的好处	你往我家打电话了	25	8	nan
你可以查查你们那边的	你们那边	我以前唱烛光里的妈妈	19	21	以前唱
所以我才有其他想法	其他想法	关键是他的英语水平跟我一样	19	29	是他的英语水平跟我一样
他是换全新的	全新的	这个男孩有些意向	19	14	nan
他是换全新的	全新的	那你还是打印电子版的吧	19	21	电子版
你看社区地图	社区地图	于是我更加关注这支球队	14	21	于是我更加关注这
按照银行报表的销售额可以	银行报表	我也正在物色这方面的人才	23	4	nan
那我明天早上跟她说吧	明天早上	这边的是从设备出来直接光纤连的	32	23	nan
提前批好像是公安之类的	公安之类	原来账户的钱不够了	19	3	nan
你想多少人	多少人	这个啥意思	17	13	nan
他是换全新的	全新的	这边的是从设备出来直接光纤连的	19	21	备出来
你肯定是一个好爸爸	一个好爸爸	徒弟只能做到这个程度	25	25	个
你该找个妹子了	个妹子	目录没什么要求把	19	9	nan
那我明天早上跟她说吧	明天早上	我没见过她老公	25	21	nan
所以我才有其他想法	其他想法	我昨天走了一个半小时	20	23	走了一个
只是人确实在某个时间段会很脆弱	某个时间段	你在那公司里做过吧	25	18	nan
这个领导可能有领导的想法吧	领导的想法	我对她高中都没什么印象	32	2	nan
他们报了什么兴趣班	什么兴趣班	女人对自己好点	19	23	人对自己好
她在跟她老公打电话	她老公	我跟我同事一起弄她的店	19	21	同事一
附近有个民生银行	个民生银行	全家除了鸡蛋基本都吃素了	17	10	nan
你入市了几多钱	几多钱	他们报了什么兴趣班	20	4	nan
我们是泡沫的	泡沫的	我有同学在这儿	17	6	nan
他们报了什么兴趣班	什么兴趣班	我跟你们讲过的	19	21	跟你们
他们住一楼	一楼	这个是小影院	17	12	nan
毒狗的分身有持续时间么	持续时间	于是我更加关注这支球队	19	21	于是我
我五点后空的	五点后	你在那公司里做过吧	14	16	在那公
按照银行报表的销售额可以	银行报表的销售额	只是人确实在某个时间段会很脆弱	29	31	在某个
我还是坐周晨那儿	周晨那儿	海边离火车站很远	24	8	nan
其实穷也是一种幸福	一种幸福	龙猫属于夜行动物	20	7	nan
附近有个民生银行	个民生银行	其他都是园林类的	19	10	nan
你可以查查你们那边的	你们那边的	龙猫属于夜行动物	22	21	nan
你该找个妹子了	个妹子	化妆品可能占点空间会	19	9	nan
丫头去了好几次	好几次	我们每个人买了一个新秀丽的箱子	19	22	买了一个
我们住哪个酒店	哪个酒店	关键是税务能否动	19	10	nan
思八达是不是离你家很近	你家	按照银行报表的销售额可以	28	23	nan
这就是贫富差距的显现	贫富差距的显现	这个要熊猫的那个	28	28	个
你就给她发一条吧里还说清楚	一条	社会主义不止一条路	25	26	一条
这个是什么意思	什么意思	机会是你自己错失滴	19	2	nan
那你俩照什么主题	什么主题	我四点从单位直接出发	19	21	从单位
节奏可能跟外企的差不多	外企的	只是人确实在某个时间段会很脆弱	23	25	在某个
这是我的微博	我的微博	这个啥意思	19	15	nan
那我明天早上跟她说吧	明天早上	我是你同学	19	22	是你同学
那我明天早上跟她说吧	明天早上	这个男孩有些意向	19	19	个
我没见过她老公	她老公	那你喜欢什么样的	0	20	[CLS]我没见过她老公。她老公。[SEP]那你喜欢什么样
我没见过她老公	她老公	我还得赶点东西	19	11	nan
他们报了什么兴趣班	什么兴趣班	这个交通标识是什么意思	24	19	nan
我都是用网络硬盘的	网络硬盘	我在高铁上了	18	21	在高铁上
这是你才华的发动机	你才华的发动机	那你俩照什么主题	27	22	nan
你可以去其他地方测试一下	其他地方	那你还不就拿个提成	26	26	个
你问问销售的价格	销售的价格	所以我才有其他想法	19	21	我才有
文科基本上生活中有点用	点用	提前批好像是公安之类的	27	23	nan
思八达是不是离你家很近	你家	男人不差在别的地方	21	21	在
下次他什么时候来	什么时候	我四点从单位直接出发	19	21	从单位
你看社区地图	社区地图	这个男孩有些意向	20	15	nan
他们报了什么兴趣班	什么兴趣班	那你还要寄送什么推荐信	19	6	nan
文科基本上生活中有点用	点用	你可以查查你们那边的	19	21	以查查
你的光环是你自己的	你自己的	灵感来自我师母	24	21	nan
你肯定是一个好爸爸	一个好爸爸	关键是学校的成绩单不好印	20	12	nan
按照银行报表的销售额可以	银行报表的销售额	男人不差在别的地方	28	4	nan
附近有个民生银行	个民生银行	所以我才有其他想法	19	10	nan
你要找天线供应商	天线供应商	节奏可能跟外企的差不多	19	4	nan
你看社区地图	社区地图	其实穷也是一种幸福	19	20	一种
你啥时来	啥时	忠厚保持到生命最后一刻	19	2	nan
其他都是园林类的	园林类	这游戏的价值比太低了	19	8	nan
这恰恰说明了应试教育的好处	应试教育	这游戏的价值比太低了	27	21	nan
我周日晚上走	周日晚上	其实穷也是一种幸福	19	20	一种
提前批好像是公安之类的	公安之类的	我还是坐周晨那儿	25	3	nan
每天往返路程需要多长时间	多长时间	我觉得他那个驾校也有问题	29	25	nan
他是知青子女正在读博士	知青子女	关键是他的英语水平跟我一样	8	31	在读博士。知青子女。[SEP]关键是他的英语水平跟我一样
你啥时来	啥时	灵感来自我师母	17	2	nan
文科基本上生活中有点用	生活中	我妈在家里做也很受欢迎	20	21	在家
我发现你每天很有点无聊列	每天	我一直但是这个事情	19	24	一直但是这个
化妆品可能占点空间会	点空间	我们公司在搞什么二十周年庆	21	28	在搞什么二十周年
我一直放低自己的底线	自己的底线	我们是泡沫的	19	8	nan
这游戏的价值比太低了	这游戏	对转基因的议论真的很多	20	21	因的
我明天有健步走活动	健步走活动	我在高铁上了	19	19	在
我昨天走了一个半小时	一个半小时	然后你把钱打到我的支付宝	25	13	nan
目录没什么要求把	什么要求	她是个行政的主任	17	18	是个
所以我才有其他想法	其他想法	正好我现在一个同事有点心得	21	23	在一个
我们是泡沫的	泡沫的	大雪在圣诞的时候	15	6	nan
这游戏的价值比太低了	这游戏	文档里的是外置的吧	21	1	nan
我还是坐周晨那儿	周晨那儿	我昨天走了一个半小时	19	22	走了一个
龙猫属于夜行动物	夜行动物	你可以查查你们那边的	18	6	nan
肥肉妹这把赚大了	这把	他们报了什么兴趣班	20	19	nan
提前批好像是公安之类的	公安之类的	你说他家有什么	24	3	nan
这个要熊猫的那个	熊猫的那个	关键是学校的成绩单不好印	19	14	nan
女状元的爸爸谈教育	女状元	对转基因的议论真的很多	19	21	因的议
化妆品可能占点空间会	点空间	你要给我客人的护照号码和名字	19	21	给我客
你问问销售的价格	销售的价格	计画不如变化快	19	23	不如变化快
这个领导可能有领导的想法吧	领导的想法	我们按这个标准交	29	26	nan
我们是泡沫的	泡沫的	你可以查查你们那边的	18	21	你们那边
这个是小影院	小影院	关键是学校的成绩单不好印	19	2	nan
节奏可能跟外企的差不多	外企的	男人不差在别的地方	22	23	在别
